label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,,,,,,,,,,,,,,,,
1154,36.0820754,140.0794634,0,354.231448,2,2,0,1,1,1,277.78330775799,-103.382411099244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,36.0820762,140.0794633,0,6.222908,2,2,0,0,1,-1,277.774311311079,-103.293355507151,,,,,,,,,,,,,,,,
1156,36.082114,140.0794684,0,0.782570,2,2,0,0,1,-1,278.233130131662,-99.0854787550316,,,,,,,,,,,,,,,,
1157,36.0821495,140.079469,0,1.087974,2,2,0,0,1,-1,278.287108815684,-95.1336368315651,,,,,,,,,,,,,,,,
1158,36.0821878,140.0794699,0,6.167994,2,2,0,0,1,-1,278.368076842996,-90.8701003341899,,,,,,,,,,,,,,,,
1159,36.0822222,140.0794745,0,9.790303,2,2,0,0,1,-1,278.781913426468,-87.0407098512361,,,,,,,,,,,,,,,,
1160,36.0822592,140.0794824,0,355.144036,2,2,0,0,1,-1,279.492632773341,-82.9218886920014,,,,,,,,,,,,,,,,
1161,36.0822963,140.0794785,0,3.774515,2,2,0,0,1,-1,279.14177132336,-78.7919355835572,,,,,,,,,,,,,,,,
1162,36.0823306,140.0794813,0,10.828906,2,2,0,0,1,-1,279.393671852207,-74.9736770490219,,,,,,,,,,,,,,,,
1163,36.0823644,140.0794893,0,9.797557,2,2,0,0,1,-1,280.113387648548,-71.2110782605336,,,,,,,,,,,,,,,,
1164,36.0823995,140.0794968,0,6.965044,2,2,0,0,1,-1,280.788121205221,-67.3037641331139,,,,,,,,,,,,,,,,
1165,36.0824339,140.079502,0,11.422416,2,2,0,0,1,-1,281.255936472715,-63.47437365016,,,,,,,,,,,,,,,,
1166,36.0824671,140.0795103,0,7.057015,2,2,0,0,1,-1,282.002641609788,-59.7785665561373,,,,,,,,,,,,,,,,
1167,36.0825017,140.0795156,0,0.366523,2,2,0,0,1,-1,282.47945332675,-55.9269121739737,,,,,,,,,,,,,,,,
1168,36.0825396,140.0795159,0,5.033839,2,2,0,0,1,-1,282.506442667483,-51.7079034734361,,,,,,,,,,,,,,,,
1169,36.0825763,140.0795199,0,1.836857,2,2,0,0,1,-1,282.866300564375,-47.6224781610387,,,,,,,,,,,,,,,,
1170,36.0826141,140.0795214,0,4.993227,2,2,0,0,1,-1,283.001247278266,-43.4146014089196,,,,,,,,,,,,,,,,
1171,36.0826511,140.0795254,0,0.964588,2,2,0,0,1,-1,283.361105175159,-39.2957802496848,,,,,,,,,,,,,,,,
1172,36.0826895,140.0795262,0,7.506417,2,2,0,0,1,-1,283.43307675556,-35.0211118031002,,,,,,,,,,,,,,,,
1173,36.0827263,140.0795322,0,10.126284,2,2,0,0,1,-1,283.972863600898,-30.9245545422843,,,,,,,,,,,,,,,,
1174,36.0827625,140.0795402,0,4.704483,2,2,0,0,1,-1,284.692579397239,-26.8947889751429,,,,,,,,,,,,,,,,
1175,36.0828008,140.0795441,0,3.576231,2,2,0,0,1,-1,285.04344084722,-22.6312524777677,,,,,,,,,,,,,,,,
1176,36.0828383,140.079547,0,6.300235,2,2,0,0,1,-1,285.304337822978,-18.4567715732769,,,,,,,,,,,,,,,,
1177,36.0828749,140.079552,0,4.308380,2,2,0,0,1,-1,285.75416019665,-14.3824782100888,,,,,,,,,,,,,,,,
1178,36.0829103,140.0795553,0,1.622095,2,2,0,0,1,-1,286.051042960052,-10.4417682358318,,,,,,,,,,,,,,,,
1179,36.0829474,140.0795566,0,0.622347,2,2,0,0,1,-1,286.167996777565,-6.31181512738768,,,,,,,,,,,,,,,,
1180,36.0829846,140.0795571,0,346.874968,2,2,0,0,1,-1,286.212979014676,-2.17073007052508,,,,,,,,,,,,,,,,
1181,36.0830203,140.0795468,0,321.154175,2,2,0,0,1,-1,285.286344929156,1.80337575136017,,,,,,,,,,,,,,,,
1182,36.0830489,140.0795183,0,287.542646,2,2,0,0,1,-1,282.72235740613,4.98711318807755,,,,,,,,,,,,,,,,
1183,36.0830594,140.0794772,0,286.138517,2,2,0,0,1,-1,279.024817505847,6.15596784082877,,,,,,,,,,,,,,,,
